Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper, 2019
Mauritania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Mauritius,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,-19
Mexico,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,-23
Montenegro,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,70
Morocco,1200 ,<1000 , 1700,1200 ,<1000 , 1600,1100 ,<1000 , 1600,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1000 ,<1000 , 1500,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,-31
Mozambique,160 000 ,100 000 , 250 000,160 000 ,99 000 , 240 000,150 000 ,97 000 , 240 000,150 000 ,97 000 , 240 000,150 000 ,95 000 , 230 000,150 000 ,93 000 , 230 000,150 000 ,92 000 , 230 000,140 000 ,89 000 , 220 000,140 000 ,86 000 , 210 000,130 000 ,84 000 , 210 000,-17
Myanmar,16 000 ,14 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 16 000,14 000 ,13 000 , 16 000,14 000 ,12 000 , 15 000,13 000 ,12 000 , 15 000,13 000 ,11 000 , 14 000,12 000 ,10 000 , 13 000,11 000 ,9500 , 12 000,10 000 ,8800 , 11 000,-36
Namibia,11 000 ,9300 , 12 000,10 000 ,8900 , 12 000,10 000 ,8600 , 11 000,9500 ,8100 , 11 000,8400 ,7200 , 9600,8200 ,6900 , 9400,7800 ,6600 , 8900,7600 ,6500 , 9000,7200 ,6100 , 8600,6900 ,5700 , 8200,-36
Nepal,2100 ,1900 , 2300,1800 ,1600 , 1900,1600 ,1400 , 1700,1300 ,1200 , 1500,1200 ,1100 , 1300,1100 ,1000 , 1200,1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,-62
Netherlands,1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,-69
New Zealand,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,-13
Nicaragua,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,-31
Niger,1300 ,1000 , 1800,1400 ,1100 , 1900,1400 ,1100 , 1900,1400 ,1100 , 1900,1300 ,1000 , 1800,1400 ,1100 , 1900,1100 ,<1000 , 1700,1300 ,1000 , 1900,1300 ,1000 , 1800,1300 ,<1000 , 1900,-4
Nigeria,120 000 ,70 000 , 200 000,120 000 ,70 000 , 200 000,120 000 ,69 000 , 200 000,110 000 ,65 000 , 190 000,100 000 ,62 000 , 180 000,100 000 ,61 000 , 170 000,100 000 ,60 000 , 170 000,100 000 ,60 000 , 170 000,100 000 ,61 000 , 170 000,100 000 ,61 000 , 180 000,-13
North Macedonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Norway,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Oman,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,13
Pakistan,14 000 ,13 000 , 16 000,15 000 ,13 000 , 16 000,16 000 ,14 000 , 17 000,17 000 ,15 000 , 18 000,18 000 ,16 000 , 19 000,19 000 ,17 000 , 21 000,20 000 ,18 000 , 22 000,21 000 ,19 000 , 22 000,23 000 ,21 000 , 25 000,25 000 ,23 000 , 27 000,75
Panama,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Papua New Guinea,2600 ,2300 , 2800,2600 ,2300 , 2900,2700 ,2400 , 3000,2800 ,2500 , 3200,2900 ,2600 , 3300,3100 ,2700 , 3500,3200 ,2800 , 3600,3300 ,2900 , 3800,3400 ,2900 , 3900,3300 ,2800 , 4000,30
Paraguay,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1900,1200 ,<1000 , 1800,1100 ,<1000 , 1800,1100 ,<1000 , 1700,1100 ,<1000 , 1700,-11
Peru,3900 ,2900 , 5000,3900 ,2900 , 5000,3900 ,2900 , 5000,3800 ,2800 , 4900,3900 ,2900 , 5000,3900 ,2900 , 5000,3800 ,2900 , 5100,3700 ,2700 , 5000,3600 ,2600 , 4900,3300 ,2400 , 4500,-17
Philippines,5100 ,4200 , 5700,5200 ,4300 , 6000,6100 ,5000 , 7000,7400 ,6100 , 8600,8900 ,7400 , 10 000,10 000 ,8400 , 12 000,11 000 ,9200 , 13 000,13 000 ,10 000 , 15 000,14 000 ,12 000 , 16 000,16 000 ,13 000 , 18 000,207
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Portugal,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Republic of Moldova,1400 ,1000 , 1900,1300 ,<1000 , 1800,1200 ,<1000 , 1600,1100 ,<1000 , 1500,1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,-48
Romania,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,-9
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Rwanda,9900 ,8300 , 11 000,8600 ,7000 , 9700,8100 ,6500 , 9400,7300 ,5800 , 8700,6800 ,5300 , 8200,6400 ,4900 , 7800,6200 ,4700 , 7700,5800 ,4400 , 7500,5600 ,4200 , 7400,5300 ,3700 , 7100,-47
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Senegal,2300 ,1900 , 2800,2100 ,1700 , 2600,1900 ,1500 , 2400,1700 ,1400 , 2300,1700 ,1400 , 2200,1600 ,1200 , 2100,1500 ,1200 , 2000,1500 ,1200 , 2000,1500 ,1100 , 2000,1400 ,1100 , 2000,-37
Serbia,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,17
Sierra Leone,5900 ,5200 , 6900,5800 ,5000 , 6800,5700 ,4900 , 6600,5800 ,4900 , 6800,5700 ,4700 , 6700,5600 ,4500 , 6600,5400 ,4200 , 6600,5300 ,4000 , 6500,5000 ,3700 , 6400,4900 ,3500 , 6300,-18
Singapore,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,-81
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Somalia,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,-41
South Africa,420 000 ,390 000 , 450 000,390 000 ,360 000 , 420 000,360 000 ,330 000 , 390 000,330 000 ,300 000 , 360 000,310 000 ,280 000 , 330 000,280 000 ,260 000 , 310 000,260 000 ,240 000 , 290 000,240 000 ,220 000 , 270 000,220 000 ,190 000 , 240 000,200 000 ,180 000 , 220 000,-53
South Sudan,16 000 ,12 000 , 21 000,17 000 ,13 000 , 22 000,17 000 ,13 000 , 22 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 23 000,18 000 ,13 000 , 24 000,18 000 ,12 000 , 24 000,18 000 ,12 000 , 25 000,19 000 ,13 000 , 26 000,17
Spain,4500 ,3300 , 5700,4300 ,3200 , 5400,4100 ,3100 , 5300,3900 ,2900 , 5000,3800 ,2800 , 4800,3600 ,2600 , 4700,3400 ,2500 , 4400,3000 ,2200 , 4000,2800 ,2000 , 3700,2700 ,1900 , 3600,-39
Sri Lanka,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,-52
Sudan,3600 ,3000 , 4800,3600 ,3000 , 4700,3600 ,2900 , 4600,3600 ,2800 , 4600,3600 ,2700 , 4600,3500 ,2700 , 4600,3500 ,2600 , 4600,3500 ,2500 , 4600,3500 ,2400 , 4700,3500 ,2400 , 4700,-4
Suriname,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,-30
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Switzerland,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<100 , <1000,<500 ,<100 , <1000,-59
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,-6
Tajikistan,1100 ,<1000 , 1300,1100 ,<1000 , 1400,1200 ,1000 , 1500,1200 ,1100 , 1600,1300 ,1100 , 1700,1400 ,1200 , 1800,1400 ,1200 , 1800,1400 ,1100 , 1900,1400 ,1200 , 2000,1600 ,1300 , 2200,45
Thailand,16 000 ,14 000 , 17 000,15 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,11 000 , 13 000,11 000 ,9800 , 12 000,9500 ,8600 , 10 000,8100 ,7300 , 8900,7100 ,6400 , 7800,6300 ,5600 , 6900,5400 ,4900 , 6000,-65
Timor-Leste,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,129
Togo,7200 ,6000 , 9100,6500 ,5300 , 8400,6100 ,5000 , 7800,5900 ,4700 , 7600,5700 ,4600 , 7600,5500 ,4300 , 7400,5300 ,4000 , 7300,5100 ,3800 , 7100,4700 ,3400 , 6900,4500 ,3100 , 6700,-38
Trinidad and Tobago,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<100 , <500,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,-76
Tunisia,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,29
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Uganda,94 000 ,85 000 , 110 000,91 000 ,81 000 , 110 000,81 000 ,72 000 , 99 000,78 000 ,68 000 , 96 000,72 000 ,63 000 , 88 000,67 000 ,58 000 , 83 000,65 000 ,56 000 , 81 000,62 000 ,51 000 , 78 000,55 000 ,45 000 , 74 000,53 000 ,43 000 , 72 000,-43
Ukraine,15 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,11 000 , 16 000,13 000 ,11 000 , 16 000,13 000 ,11 000 , 16 000,13 000 ,10 000 , 15 000,-13
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
United Republic of Tanzania,95 000 ,89 000 , 100 000,95 000 ,88 000 , 100 000,94 000 ,88 000 , 100 000,91 000 ,84 000 , 99 000,91 000 ,84 000 , 100 000,90 000 ,82 000 , 98 000,89 000 ,81 000 , 98 000,85 000 ,77 000 , 95 000,82 000 ,73 000 , 92 000,77 000 ,68 000 , 87 000,-19
United States,41 000 ,34 000 , 48 000,40 000 ,34 000 , 47 000,40 000 ,34 000 , 47 000,39 000 ,32 000 , 45 000,39 000 ,33 000 , 46 000,39 000 ,33 000 , 46 000,39 000 ,32 000 , 45 000,37 000 ,31 000 , 43 000,37 000 ,31 000 , 43 000,... ,... , ...,...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,...
Uzbekistan,3700 ,3600 , 3900,3900 ,3700 , 4100,4100 ,3900 , 4400,4300 ,4100 , 4600,4400 ,4100 , 4700,4500 ,4200 , 4800,4500 ,4200 , 4900,4500 ,4200 , 4900,4400 ,4200 , 4900,4400 ,4100 , 4800,18
Venezuela (Bolivarian Republic of),7400 ,5900 , 9100,7100 ,5500 , 8800,6800 ,5100 , 8600,6500 ,4800 , 8400,6300 ,4400 , 8000,6000 ,4300 , 7800,5700 ,4100 , 7600,5500 ,3800 , 7400,5300 ,3500 , 7200,5200 ,3200 , 7400,-30
Viet Nam,16 000 ,14 000 , 17 000,15 000 ,13 000 , 16 000,13 000 ,12 000 , 14 000,12 000 ,11 000 , 13 000,11 000 ,9600 , 12 000,9600 ,8600 , 11 000,8000 ,7200 , 8800,6700 ,6000 , 7300,5700 ,5100 , 6300,5200 ,4600 , 5700,-68
Yemen,<1000 ,<1000 , 1200,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,<1000 ,<500 , 1600,<1000 ,<500 , 1800,<1000 ,<500 , 1900,1000 ,<500 , 2000,1000 ,<500 , 2100,1000 ,<500 , 2200,26
Zambia,60 000 ,51 000 , 72 000,60 000 ,51 000 , 72 000,60 000 ,51 000 , 72 000,60 000 ,51 000 , 72 000,60 000 ,51 000 , 72 000,58 000 ,49 000 , 70 000,56 000 ,48 000 , 67 000,55 000 ,47 000 , 67 000,55 000 ,46 000 , 66 000,51 000 ,43 000 , 61 000,-15
Zimbabwe,71 000 ,50 000 , 97 000,64 000 ,45 000 , 88 000,57 000 ,40 000 , 78 000,55 000 ,39 000 , 75 000,52 000 ,37 000 , 72 000,50 000 ,35 000 , 68 000,47 000 ,33 000 , 64 000,44 000 ,31 000 , 60 000,40 000 ,28 000 , 54 000,40 000 ,28 000 , 54 000,-44
Global,2 100 000 ,1 600 000,2 900 000,2 100 000 ,1 500 000,2 800 000,2 000 000 ,1 500 000,2 700 000,2 000 000 ,1 400 000,2 600 000,1 900 000 ,1 400 000,2 600 000,1 900 000 ,1 400 000,2 500 000,1 800 000 ,1 300 000,2 400 000,1 800 000 ,1 300 000,2 400 000,1 700 000 ,1 200 000,2 300 000,1 700 000 ,1 200 000,2 200 000,-23
